description,merchant
PNERA963 10/27 PURCHASE ST LOUIS MO,Panera Bread
PNERA_BRD321 11/25 #XXXXX9012 PURCHASE SOUP SEATTLE WA,Panera Bread
PNERA_BRD369 07/28 #XXXXX2345 PURCHASE SANDWICH CHICAGO IL,Panera Bread
PNERA_BRD654 09/26 #XXXXX7890 PURCHASE SALAD SAN DIEGO CA,Panera Bread
PNERA_BRD741 10/24 #XXXXX3456 PURCHASE SANDWICH PHOENIX AZ,Panera Bread
POPEYES 06/01 #XXXXX9012 PURCHASE FOOD NEW ORLEANS LA,Popeyes
POPEYES456 02/24 #XXXXX0123 PURCHASE CHICKEN PHOENIX AZ,Popeyes
POSITIVE_BAKERY_847 06/08 #XXXXX4849 PURCHASE BAKERY BOSTON MA,Positive Bakery
POSTMATES 08/26 #XXXXX0123 PURCHASE FOOD SAN FRANCISCO CA,Postmates
POSTMATES DES:FOOD DELIV ID:POSTMATES1234 INDN:DANIEL TAYLOR CO ID:POSTMATESDE56 WEB,Postmates
POSTMATES DES:FOOD DELIV ID:POSTMATES9012 INDN:JAMES WILSON CO ID:POSTMATESDE34 WEB,Postmates
POSTMATES.COM/BILL 01/26 PURCHASE 888-815-7726 CA,Postmates
POSTMATES.COM/BILL 06/01 PURCHASE 888-815-7726 CA,Postmates
POSTMATES123 03/16 PURCHASE NEW YORK NY,Postmates
POSTMATES123 06/09 PURCHASE PHILADELPHIA PA,Postmates
POSTMATES123 07/13 PURCHASE NEW YORK NY,Postmates
POSTMATES123 11/08 PURCHASE SAN FRANCISCO CA,Postmates
POSTMATES321 02/04 PURCHASE WASHINGTON DC,Postmates
POSTMATES321 06/11 PURCHASE PHOENIX AZ,Postmates
POSTMATES321 08/23 PURCHASE AUSTIN TX,Postmates
POSTMATES321 11/06 PURCHASE DENVER CO,Postmates
POSTMATES456 01/15 PURCHASE SAN FRANCISCO CA,Postmates
POSTMATES456 01/18 PURCHASE WASHINGTON DC,Postmates
POSTMATES654 01/30 PURCHASE LUBBOCK TX,Postmates
POSTMATES654 03/01 PURCHASE SANTA ANA CA,Postmates
POSTMATES654 04/15 PURCHASE MIAMI FL,Postmates
POSTMATES654 07/04 PURCHASE PORTLAND OR,Postmates
POSTMATES654 07/11 PURCHASE SAN FRANCISCO CA,Postmates
POSTMATES654 09/17 PURCHASE ATLANTA GA,Postmates
POSTMATES654 09/21 PURCHASE DALLAS TX,Postmates
POSTMATES654 12/01 PURCHASE CHICAGO IL,Postmates
POSTMATES654 12/31 PURCHASE RIVERSIDE CA,Postmates
POSTMATES789 02/14 PURCHASE MIAMI FL,Postmates
POSTMATES789 06/14 PURCHASE PHILADELPHIA PA,Postmates
POSTMATES789 10/15 PURCHASE DETROIT MI,Postmates
POSTMATES789 12/01 PURCHASE RALEIGH NC,Postmates
POSTMATES789 12/12 PURCHASE WASHINGTON DC,Postmates
POSTMATES987 04/30 PURCHASE CAPE CORAL FL,Postmates
POSTMATES987 07/29 PURCHASE DETROIT MI,Postmates
POSTMATES987 08/04 PURCHASE MIAMI FL,Postmates
POSTMATES987 10/22 PURCHASE SEATTLE WA,Postmates
POSTMATES987 10/31 PURCHASE NEW YORK NY,Postmates
POSTMATES987 12/26 PURCHASE LOS ANGELES CA,Postmates
POSTMATESARBYS 10/18 PURCHASE 888-815-7726 CA,Arby's
POSTMATESCHICKFILA 09/04 PURCHASE 888-815-7726 CA,Chick-fil-A
POSTMATESCHIPOTLE 04/03 PURCHASE 888-815-7726 CA,Chipotle
POSTMATESDENNYS 06/08 PURCHASE 888-815-7726 CA,Postmates
POSTMATESMCDONALDS 07/22 PURCHASE 888-815-7726 CA,McDonald's
PP*BAKED BY MELISSA LL133 W 19TH ST NEW YORK 10011 NY USA,BAKED BY MELISSA
PPL*TEAM BEACHBODY 3301 EXPOSITION BLVD 800-979-5091 90404 CA USA,TEAM BEACHBODY
PPL*TM BEACHBODY BODI 3301 EXPOSITION BLVD 800-979-5091 90404 CA USA,TEAM BEACHBODY
PRADA_654 03/14 #XXXXX4658 PURCHASE LUX_BRAND MILANO IT,Prada
PRESCHOOL SMILES 11000 VIKING DRIVE 18773818276 55344 MN USA,PRESCHOOL SMILES
PRICE CHOPPER 01/13 PURCHASE SCHENECTADY NY,Price Chopper
PRICE CHOPPER 04/04 PURCHASE ALBANY NY,Price Chopper
PRICE CHOPPER 12/21 PURCHASE KANSAS CITY MO,Price Chopper
PRIME VIDEO 08/23 #XXXXX6789 PURCHASE SUBSCR SEATTLE WA,Amazon
PRIME VIDEO*288LO6131 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*502SF57G3 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*5241X7563 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*5R1Q75043 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*6E0DS6WA3 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*7E1VM7MV3 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*8D3HH9XZ3 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*CL3RG49E3 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*DR0OK4X53 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*J17339NL3 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*JJ4FL26I3 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*LU26I8LS3 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*LW12I42M3 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*M18J31041 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*M74O59IY2 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*M764J3132 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*MF4FO3CU2 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*MJ4EU9O60 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*MK3FZ34L2 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*MS4YT6GY2 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*MU0ON0NN2 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*NT43Y0I43 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*TV5XV7M23 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*UA84P80E3 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*UQ3Y27Y23 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*VG48B2XX3 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*WV1OB0LQ3 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*X94EH4KY3 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO*Z376593K3 440 TERRY AVE N 888-802-3080 98109 WA USA,Prime Video
PRIME VIDEO.COM/BILL 03/23 PURCHASE 888-802-3080 WA,Amazon
PRIME VIDEO.COM/BILL 07/27 PURCHASE 888-802-3080 WA,Amazon
PRIME VIDEO.COM/BILL 09/22 PURCHASE 888-802-3080 WA,Amazon
PRIME VIDEO.COM/BILL 10/27 PURCHASE 888-802-3080 WA,Amazon
PRIME VIDEO.COM/BILL 11/17 PURCHASE 888-802-3080 WA,Amazon
PRIMO BRANDS/WATERSERV 800-274-5282 CA,PRIMO WATER
PRIMO WATER 1150 ASSEMBLY DR STE 800-7285508 33607-4894FL USA,PRIMO WATER
PRIMO WATER 1150 ASSEMBLY DR STE TAMPA 33607-4894FL USA,PRIMO WATER
PRIVATEINTERNETACCESS.COM/BILL 01/10 PURCHASE 657-555-7006 US,Private Internet Access
PRIVATEINTERNETACCESS.COM/BILL 02/12 PURCHASE 855-720-0465 US,Private Internet Access
PRIVATEINTERNETACCESS.COM/BILL 03/31 PURCHASE 437-555-3666 US,Private Internet Access
PRIVATEINTERNETACCESS.COM/BILL 11/07 PURCHASE 833-555-1678 US,Private Internet Access
PRIVATEVPN.COM/BILL 03/08 PURCHASE +46 850513774 SE,PrivateVPN
PRIVATEVPN.COM/BILL 04/09 PURCHASE +46 850513774 SE,PrivateVPN
PRIVATEVPN.COM/BILL 04/20 PURCHASE 382-555-5331 US,PrivateVPN
PRIVATEVPN.COM/BILL 12/05 PURCHASE 756-555-4009 US,PrivateVPN
PROTONMAIL.COM/BILL 01/15 PURCHASE +41 435082800 CH,ProtonMail
PROTONMAIL.COM/BILL 07/18 PURCHASE 888-555-9012 CH,ProtonMail
PROTONVPN.COM/BILL 01/30 PURCHASE 602-555-8671 US,ProtonVPN
PROTONVPN.COM/BILL 11/11 PURCHASE 822-555-2011 US,ProtonVPN
PSTMTS890 10/26 #XXXXX321098 PURCHASE POSTMATES.COM CA,Postmates
PTP*OLD BRIDGE NJ PARK1 OLD BRIDGE PLAZA 914-7471797 08857 NJ USA,OLD BRIDGE PARK
PTRYBRN_HME741 05/17 #XXXXX7890 PURCHASE DECOR ATLANTA GA,Pottery Barn
PTRYBRN_HME963 08/13 #XXXXX6789 PURCHASE DECOR PORTLAND OR,Pottery Barn
PUBLIX 01/25 PURCHASE LAKELAND FL,Publix
PUBLIX 02/07 PURCHASE MIAMI FL,Publix
PUBLIX 02/11 PURCHASE MIAMI FL,Publix
PUBLIX 04/18 PURCHASE MIAMI FL,Publix
PUBLIX 06/27 PURCHASE MIAMI FL,Publix
PUBLIX 07/30 PURCHASE TAMPA FL,Publix
PUBLIX 09/12 PURCHASE JACKSONVILLE FL,Publix
PUBLIX 10/30 PURCHASE ORLANDO FL,Publix
PUBLIX 11/05 PURCHASE TAMPA FL,Publix
PUBLIX 11/21 PURCHASE MIAMI FL,Publix
PUBLIX 11/22 PURCHASE MIAMI FL,Publix
PUBLIX SUPER 04/04 PURCHASE TAMPA FL,Publix
PUBLIX SUPER 06/11 PURCHASE ORLANDO FL,Publix
PUBLIX SUPER MARKETS 05/26 PURCHASE ATLANTA GA,Publix
PUBLIX789 09/27 PURCHASE LAKELAND FL,Publix
PUBLIX_SPRMRKT123 10/09 #XXXXX7890 PURCHASE GROCERIES MIAMI FL,Publix
PUBLIX_SPRMRKT654 01/01 #XXXXX7890 PURCHASE GROCERIES ATLANTA GA,Publix
PUBLIX_SPRMRKT654 03/02 #XXXXX9012 PURCHASE GROCERIES PHOENIX AZ,Publix
PUB_L_X_132 07/30 #XXXXX2131 PURCHASE GROCERIES LAKELAND FL,Publix
PUREVPN.COM/BILL 03/16 PURCHASE 888-988-7387 HK,PureVPN
PUREVPN.COM/BILL 04/17 PURCHASE 888-988-7387 HK,PureVPN
PUREVPN.COM/BILL 12/25 PURCHASE 701-555-5674 US,PureVPN
PZZHUT321 01/01 #XXXXX1234 PURCHASE PANPIZZA STOCKTON CA,Pizza Hut
PZZHUT321 02/15 #XXXXX1234 PURCHASE PANPIZZA NORTH LAS VEGAS NV,Pizza Hut
PZZHUT654 03/17 #XXXXX1234 PURCHASE PANPIZZA GRAND RAPIDS MI,Pizza Hut
PZZHUT987 04/21 #XXXXX9876 PURCHASE PANPIZZA SANTA ROSA CA,Pizza Hut
Payment Thank You - 2nd A, 
Payment Thank You - Web, 
Payment To Fifth Third Card Ending In 9397, 
Payment To Regions Bank Card Ending In 7345, 
Payment To Td Bank Card Ending In 3285, 
Payment to BANK OF AMERICA card ending in 2344, 
Payment to FIFTH THIRD card ending in 0931, 
Payment to FIFTH THIRD card ending in 6897, 
Payment to REGIONS BANK card ending in 0031, 
Payment to REGIONS BANK card ending in 4250, 
Paypal Inst Xfer Amex Autopay Web Id: Paypalsi48, 
Paypal Inst Xfer Applecard Gsbank Payment Web Id: Paypalsi05, 
Paypal Inst Xfer Citi Autopay Web Id: Paypalsi10, 
Paypal Inst Xfer Citi Autopay Web Id: Paypalsi22, 
Paypal Inst Xfer Web Id: Paypalsi01, 
Paypal Inst Xfer Web Id: Paypalsi12, 
Paypal Inst Xfer Web Id: Paypalsi18, 
Paypal Inst Xfer Web Id: Paypalsi29, 
Paypal Inst Xfer Web Id: Paypalsi31, 
Paypal Inst Xfer Web Id: Paypalsi43, 
Paypal Inst Xfer Web Id: Paypalsi57, 
Paypal Inst Xfer Web Id: Paypalsi59, 
Paypal Inst Xfer Web Id: Paypalsi74, 
Paypal Inst Xfer Web Id: Paypalsi79, 
Paypal Inst Xfer Web Id: Paypalsi86, 
Paypal Inst Xfer Web Id: Paypalsi87, 
Paypal Inst Xfer Web Id: Paypalsi91, 
Paypal Payment To Charles Chen, 
Paypal Payment To Jennifer Jackson, 
Paypal Payment To Kimberly White, 
Paypal Payment To Mary Clark, 
Paypal Payment To Michael Sanchez, 
Paypal Payment To Sandra Li, 
QATAR AIR 1430 K STREET NW WASHINGTON 20005 DC USA,QATAR AIRWAYS
QATAR AIR0009999999999QATAR AIRWAYS TOWER 1 DOHA 0000000 QATQAT,QATAR AIRWAYS
QDF CENTRAL CONCOURSE HAMAD INTL AIRPORT DOHA 22550 QAT,QATAR AIRWAYS
QUICK CHEK CORP #79 1 CLIFFWOOD ROAD OLD BRIDGE 08857 NJ USA,QUICK CHEK
QUICK CHEK CORP #79 OLD BRIDGE NJ,QUICK CHEK
QUICK CHEK CORPORATI 1850 EASTON AVE SOMERSET 08873 NJ USA,QUICK CHEK
QUIKTRIP 01/10 PURCHASE TULSA OK,QuikTrip
QUIKTRIP 06/12 PURCHASE TULSA OK,QuikTrip
QUIKTRIP 08/03 PURCHASE TULSA OK,QuikTrip
QUIKTRIP 08/18 PURCHASE TULSA OK,QuikTrip
QUIKTRIP 09/24 PURCHASE TULSA OK,QuikTrip
RAAVI FOODS LLC 1297 ROUTE 9 NORTH OLD BRIDGE 08857 NJ USA,RAAVI NAAN KABAB
RAAVI FOODS LLC OLD BRIDGE NJ,RAAVI NAAN KABAB
RAAVI FOODS LLC OLD BRIDGE NJ REF1,RAAVI NAAN KABAB
RAAVI FOODS LLC OLD BRIDGE NJ REF2,RAAVI NAAN KABAB
RAAVI FOODS LLC OLD BRIDGE NJ REF3,RAAVI NAAN KABAB
RAAVI NAAN KABAB 1297 ROUTE 9 N OLD BRIDGE 08857 NJ USA,RAAVI NAAN KABAB
RAAVI NAAN KABAB 1297 US HIGHWAY 9 OLD BRIDGE 08857 NJ USA,RAAVI NAAN KABAB
RACE REGISTER DONATIO5 E RIVER RD RUMSON 07760 NJ USA,RACE REGISTER DONATIONS
RACETRAC 01/16 PURCHASE ATLANTA GA,RaceTrac
RACETRAC 06/08 PURCHASE ATLANTA GA,RaceTrac
RACETRAC 07/30 PURCHASE ATLANTA GA,RaceTrac
RACETRAC 08/02 PURCHASE ATLANTA GA,RaceTrac
RACETRAC 09/20 PURCHASE ATLANTA GA,RaceTrac
RACETRAC 11/05 PURCHASE ATLANTA GA,RaceTrac
RAISING CANES 01/23 #XXXXX0123 PURCHASE FOOD BATON ROUGE LA,Raising Canes
RALPHS 12/29 PURCHASE LOS ANGELES CA,Ralphs
RAPPI DES:FOOD ID:RAPP5678 INDN:ALEJANDRO TORRES CO ID:RAPPFD9012 WEB,Rappi
RAVE 1098 2821 HIGHWAY 35 HAZLET 07730 NJ USA,RAVE
RAZ*SPARDHA LEARNINGS OFFICE NO 502 DERON HILLS BANER S.N PUNE 411045 MH IND,RAZ SPARDHA LEARNINGS
RAZ*SPARDHA LEARNINGS RAZ*SPARDHA LEARNINGS PUNE 411045 INDIND,RAZ SPARDHA LEARNINGS
RAZ*TERRAFIN SOLUTIONS,RAZ SPARDHA LEARNINGS
RCMH FOOD &amp; MERCH 1260 6TH AVE NEW YORK 10020 NY USA,RCMH FOOD & MERCH
REAL FRUIT BUBBLE TEA 250 WOODBRIDGE CENTER DR WOODBRIDGE 07095 NJ USA,REAL FRUIT BUBBLE
REAL FRUIT BUBBLE TEA 250 WOODBRIDGE CENTER DRIVE WOODBRIDGE 07095 NJ USA,REAL FRUIT BUBBLE
REFRESH TEA 250 WOODBRIDGE CENTE WOODBRIDGE TO07095 NJ USA,REFRESH TEA
REGIONS BANK BROKERAGE MONEYLINK, 
REGIONS BANK DDA TO DDA E9S0ML3PEM WEB ID: 2W3BMR6IUC, 
REGIONS BANK DDA TO DDA HKIGB55DPT WEB ID: 9NX3BHCLIO, 
REGIONS BANK DDA TO DDA IQ6MZTQB9Q WEB ID: JJNY3OFTKC, 
REGIONS BANK DDA TO DDA QFEPPH4UHZ WEB ID: KT1PPT9NRL, 
REGIONS BANK DDA TO DDA RVI4U4JMNH WEB ID: ITZN2VY3CF, 
REGIONS BANK LOAN PMT, 
REGIONS BANK PAYMENT, 
REMOTE ONLINE DEPOSIT # 1, 
REMOTE ONLINE DEPOSIT # 2, 
REMOTE ONLINE DEPOSIT # 3, 
REMOTE ONLINE DEPOSIT # 4, 
REMOTE ONLINE DEPOSIT # 5, 
RETURNED ITEM FEE, 
RETURNED ITEM FEE - 05/01, 
RETURNED ITEM FEE - 15/18, 
RETURNED ITEM FEE - 22/39, 
RETURNED ITEM FEE - 40/64, 
RETURNED ITEM FEE - 41/05, 
RETURNED ITEM FEE - 47/55, 
RETURNED ITEM FEE - 50/77, 
RETURNED ITEM FEE - 54/64, 
RETURNED ITEM FEE - 56/35, 
RETURNED ITEM FEE - 65/32, 
RETURNED ITEM FEE - 72/53, 
RETURNED ITEM FEE - 73/94, 
RETURNED ITEM FEE - 85/82, 
RETURNED ITEM FEE - 90/36, 
RETURNED ITEM FEE - 97/02, 
RETURNED ITEM FEE - 99/57, 
RETURNED ITEM FEE - 99/86, 
RETURNED PAYMENT, 
REYDEL VOLKSWAGEN 2034 LINCOLN HWY EDISON 08818 NJ USA,REYDEL VOLKSWAGEN
REYDEL VOLKSWAGEN 2034 STATE ROUTE 27 EDISON 08817 NJ USA,REYDEL VOLKSWAGEN
REYDEL VOLKSWAGEN INC 2034 LINCOLN HWY EDISON 08818 NJ USA,REYDEL VOLKSWAGEN
RFC MENLO PARK REST 520 MENLO PARK DR EDISON 08837 NJ USA,RFC MENLO PARK
RIFFYS KITCHEN 777 WASHINGTON ROAD PARLIN 08859 NJ USA,RIFFYS KITCHEN
RITE AID 05/18 PURCHASE PHILADELPHIA PA,Rite Aid
RITE AID STORE 04/06 PURCHASE PHILADELPHIA PA,Rite Aid
ROCK N AIR ADVENTURE P581 ROUTE 18 S EAST BRUNSWIC08816 NJ USA,ROCK N AIR ADVENTURE
ROSETTA BAKERY 1633 BR1633 BROADWAY NEW YORK 10019 NY USA,ROSETTA BAKERY
ROSS_DSCNT258 09/18 #XXXXX1234 PURCHASE CLOTHING ORLANDO FL,Ross
RT. 1 HYUNDAI SERVICE 90-100 ROUTE 1 N AVENEL 07001 NJ USA,HYUNDAI SERVICE
RVLTN_CLTH741 06/06 #XXXXX3456 PURCHASE APPAREL ONLINE,Revolution Clothing
RVLTN_CLTH741 06/06 #XXXXX3456 PURCHASE APPAREL ONLINE REF1,Revolution Clothing
RVLTN_CLTH741 06/06 #XXXXX3456 PURCHASE APPAREL ONLINE REF2,Revolution Clothing
RVLTN_CLTH741 06/06 #XXXXX3456 PURCHASE APPAREL ONLINE REF3,Revolution Clothing
RVLTN_CLTH963 09/02 #XXXXX5678 PURCHASE APPAREL ONLINE,Revolution Clothing
RVT*MEAL MAGIC 165 BETHANY ROAD HOLMDEL 07733 NJ USA,MEAL MAGIC
R_BAILEY9871 02/16 #XXXXX4928 PURCHASE FURNITURE KANSAS CITY MO,R Bailey
Returned Item Fee, 
Returned Item Fee - 59/24, 
Returned Item Fee - 59/46, 
Returned Payment, 
SAFERVPN.COM/BILL 09/16 PURCHASE 888-555-0123 US,SaferVPN
SAFEWAY 02/14 PURCHASE SEATTLE WA,Safeway
SAFEWAY 02/15 PURCHASE SEATTLE WA,Safeway
SAFEWAY 04/24 PURCHASE PORTLAND OR,Safeway
SAFEWAY 05/14 PURCHASE DENVER CO,Safeway
SAFEWAY 05/22 PURCHASE PORTLAND OR,Safeway
SAFEWAY 07/03 PURCHASE SAN FRANCISCO CA,Safeway
SAFEWAY 07/04 PURCHASE SEATTLE WA,Safeway
SAFEWAY 07/09 PURCHASE SEATTLE WA,Safeway
SAFEWAY 08/22 PURCHASE SEATTLE WA,Safeway
SAFEWAY 10/05 PURCHASE SEATTLE WA,Safeway
SAFEWAY 10/10 PURCHASE PORTLAND OR,Safeway
SAFEWAY 10/26 PURCHASE SAN FRANCISCO CA,Safeway
SAFEWAY 11/29 PURCHASE SAN FRANCISCO CA,Safeway
SAFEWAY456 10/03 PURCHASE PLEASANTON CA,Safeway
SAFWY_SPRMRKT321 04/07 #XXXXX2345 PURCHASE GROCERIES CHICAGO IL,Safeway
SAFWY_SPRMRKT321 10/21 #XXXXX2345 PURCHASE GROCERIES PORTLAND OR,Safeway
SAFWY_SPRMRKT987 02/06 #XXXXX1234 PURCHASE GROCERIES PHOENIX AZ,Safeway
SAFWY_SPRMRKT987 12/08 #XXXXX9012 PURCHASE GROCERIES PORTLAND OR,Safeway
SAHARA 34 1008 RT 34 MATAWAN 07747 NJ USA,SAHARA
SALTYCREW8462 01/02 #XXXXX4321 PURCHASE BEACHWEAR SAN DIEGO CA,Salty Crew
SAMAHA S FARM 704 LLOYD ROAD MATAWAN 07747 NJ USA,SAMAHA`S FARM
SAMAHA`S FARM 704 LLOYD RD ABERDEEN 07747 NJ USA,SAMAHA`S FARM
SAMS CLUB 04/17 PURCHASE HOUSTON TX,Sam's Club
SAMS CLUB 06/07 PURCHASE PHOENIX AZ,Sam's Club
SAMSCLB_903 07/02 #XXXXX3904 PURCHASE WHOLESALE BENTONVILLE AR,Sam's Club
SAVE A LOT 01/18 PURCHASE CLEVELAND OH,Save A Lot
SBARRO 771 310 WOODBRIDGE CTR. DR. WOODBRIDGE 07095 NJ USA,SBARRO
SBUX456 09/02 #XXXXX7890 PURCHASE COFFEE SEATTLE WA,Starbucks
SBWAYY654 11/12 #XXXXX3210 PURCHASE EATFRESH CHARLOTTE NC,Subway
SBWY_SNDWCH147 01/18 PURCHASE FOOTLONG BOSTON MA,Subway
SBWY_SNDWCH147 02/07 PURCHASE FOOTLONG BOSTON MA,Subway
SBWY_SNDWCH147 12/09 PURCHASE FOOTLONG BOSTON MA,Subway
SBWY_SNDWCH147 12/29 PURCHASE FOOTLONG BOSTON MA,Subway
SBWY_SNDWCH369 04/26 PURCHASE FOOTLONG NEW YORK NY,Subway
SBWY_SNDWCH741 07/23 PURCHASE FOOTLONG HOUSTON TX,Subway
SBWY_SNDWCH963 10/19 PURCHASE FOOTLONG BOSTON MA,Subway
SCHNUCKS 01/10 PURCHASE ST. LOUIS MO,Schnucks
SCHOLASTIC BOOK FAIRS 1080 GREENWOOD BLVD LAKE MARY 32746 FL USA,SCHOLASTIC BOOK FAIRS
"SCHOLASTIC, INC. 2931 E MCCARTY ST JEFFERSONCITY65101 MO USA",SCHOLASTIC BOOK FAIRS
SCHOLASTIC5002 02/11 #XXXXX7567 PURCHASE BOOKFAIR ORLANDO FL,Scholastic
SCHWAB BROKERAGE TRANSFER, 
SEAMLESS 09/01 #XXXXX8901 PURCHASE FOOD NEW YORK NY,Seamless
SEAMLESS123 01/20 PURCHASE PHILADELPHIA PA,Seamless
SEAMLESS123 01/30 PURCHASE CHICAGO IL,Seamless
SEAMLESS123 02/10 PURCHASE MIAMI FL,Seamless
SEAMLESS123 04/20 PURCHASE CHICAGO IL,Seamless
SEAMLESS321 02/09 PURCHASE BATON ROUGE LA,Seamless
SEAMLESS321 05/20 PURCHASE SAN FRANCISCO CA,Seamless
SEAMLESS321 09/25 PURCHASE NEW YORK NY,Seamless
SEAMLESS456 03/31 PURCHASE CHICAGO IL,Seamless
SEAMLESS654 02/19 PURCHASE CHICAGO IL,Seamless
SEAMLESS654 03/11 PURCHASE AURORA IL,Seamless
SEAMLESS654 04/10 PURCHASE OVERLAND PARK KS,Seamless
SEAMLESS654 11/12 PURCHASE SAN FRANCISCO CA,Seamless
SEAMLESS789 11/06 PURCHASE DETROIT MI,Seamless
SEAMLESS987 03/21 PURCHASE BOSTON MA,Seamless
SEAMLESS987 03/24 PURCHASE WASHINGTON DC,Seamless
SEAMLESS987 06/05 PURCHASE LOS ANGELES CA,Seamless
SEAMLESS987 06/19 PURCHASE LOS ANGELES CA,Seamless
SEAMLESS987 12/30 PURCHASE MIAMI FL,Seamless
"SEPHORA.COM 350 MISSION STREET, 7TH FLOOR 877-SEPHORA 94105 CA USA",Sephora
SEPHORA123 03/09 PURCHASE PARIS,Sephora
SEPHORA567 04/26 PURCHASE PARIS,Sephora
SEPHORA789 01/20 PURCHASE PARIS,Sephora
SEPHORA901 06/13 PURCHASE PARIS,Sephora
SHAAN GRILL LLC 343 STATE ROUTE 34 MATAWAN 07747 NJ USA,SHAAN GRILL
SHAHNAWAZ HALAL MEAT. 490 LINCOLN HIGHWAY ISELIN 08830 NJ USA,SHAHNAWAZ HALAL MEAT
SHAKE SHACK 03/12 #XXXXX4567 PURCHASE FOOD NEW YORK NY,Shake Shack
SHAKE SHACK 08/15 #XXXXX4567 PURCHASE FOOD NEW YORK NY,Shake Shack
SHAKESHACK789 03/20 #XXXXX2345 PURCHASE SHACK ATLANTA GA,Shake Shack
SHALIMAR HALAL MEAT &amp; 41 MIDDLESEX AVE ISELIN 08830 NJ USA,SHALIMAR HALAL MEAT
SHALIMAR HALAL MEAT &amp; 41 MIDDLESEX AVENUE ISELIN 08830 NJ USA,SHALIMAR HALAL MEAT
SHALIMAR HALAL MEAT AN41 MIDDLESEX AVE ISELIN 08830 NJ USA,SHALIMAR HALAL MEAT
SHALIMAR SWEETS 1329 OAK TREE RD ISELIN 08830 NJ USA,SHALIMAR SWEETS
SHEETZ 08/15 PURCHASE AUSTIN PA,Sheetz
SHEETZ 08/15 PURCHASE BOSTON PA,Sheetz
SHEETZ 08/15 PURCHASE DENVER PA,Sheetz
SHEETZ 08/15 PURCHASE PHOENIX PA,Sheetz
SHEETZ 08/15 PURCHASE SEATTLE PA,Sheetz
SHEETZ 08/22 PURCHASE ALTOONA PA,Sheetz
SHEETZ 08/22 PURCHASE ALTOONA PA REF1,Sheetz
SHEETZ 08/22 PURCHASE ALTOONA PA REF2,Sheetz
SHEETZ 08/22 PURCHASE ALTOONA PA REF3,Sheetz
SHEETZ INC 11/17 PURCHASE ALTOONA PA,Sheetz
SHELL OIL 04/05 PURCHASE HOUSTON TX,Shell
SHELL OIL 05/02 PURCHASE HOUSTON TX,Shell
SHELL OIL 05/05 PURCHASE CHICAGO IL,Shell
SHELL OIL 05/15 PURCHASE OMAHA NE,Shell
SHELL OIL 06/23 PURCHASE MIAMI FL,Shell
SHELL OIL 06/29 PURCHASE HOUSTON TX,Shell
SHELL OIL 08/06 PURCHASE HOUSTON TX,Shell
SHELL OIL 08/13 PURCHASE HOUSTON TX,Shell
SHELL OIL 08/23 PURCHASE KANSAS CITY MO,Shell
SHELL OIL 10/06 PURCHASE MIAMI FL,Shell
SHELL OIL 10/23 PURCHASE KANSAS CITY MO,Shell
SHELL OIL 10047522015 601 FIRST AVE &amp; RTE 202 RARITAN 08869 NJ USA,Shell
SHELL OIL 12/16 #XXXXX7890 PURCHASE GAS HOUSTON TX,Shell
SHELL OIL 57442740802 03/11 PURCHASE DALLAS TX,Shell
